company_name,description,status,first_partnered_year,company_url,logo_url,source_url,scraped_at
Everlane,Everlane is a retailer of ethical luxury apparel.,Exited,2011,http://www.everlane.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d9438a31bc286f06ecd3f9_Everlane.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Everytable,Everytable is the mission-driven restaurant company reinventing fast food.,Active,2016,http://www.everytable.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d943f2321668a5e908fee1_Everytable.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Expressable,Expressable is the family-centered speech therapy company.,Active,2021,https://www.expressable.io/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d9442c9f6bd5939a7e6342_Expressable.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Fancy Hands,Fancy Hands provides personal assistant services for various projects.,Exited,2011,http://www.fancyhands.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69e69e2c8eab0436c3a57191_Fancy%20Hands.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Fatherly,Fatherly is the leading digital media brand for dads.,Exited,2015,http://www.fatherly.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d94487b451d4207cef3db5_Fatherly.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
FidoCure,The One Health Company is a biotechnology firm advancing canine oncology.,Active,2018,https://www.theonehealthcompany.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d944c17f5451c90360e8fa_FidoCure.png,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Fieldlens,FieldLens is a project management platform for the construction industry.,Exited,2013,http://www.fieldlens.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69e7630e271eb82306993f9d_Fieldlens.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Fitlab,FitLab is the first platform to connect every aspect of your fitness lifestyle.,Active,2018,https://www.fitlab.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d944f834f03891a9123d36_Fitlab.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Flare,Flare is a wearable safety technology company.,Exited,2019,https://getflare.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dfb3695851bcb9fcc051f8_flare.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Floored,Floor develops software that converts 3D spatial data into interactive virtual worlds.,Exited,2012,https://cbrebuild.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d9451b3da5edbe4c037055_Floored.png,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Food52,Food52 is a premier cooking and home content-commerce platform.,Exited,2010,http://www.food52.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d945359abc5491419db27e_Food52.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Footprint,Footprint is the last identity form you’ll ever fill out.,Active,2022,https://www.onefootprint.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d94550d5b3ebdba3a11e2f_Footprint.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Forum AI,Forum AI is the company bringing human expert judgment to AI.,Active,2025,https://www.byforum.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d9456be07c438e368bdd8a_Forum%20AI.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Fresh Nation,Fresh Nation is a operations and logistics platform for local food vendors.,Exited,2014,https://freshnation.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69e0eb163467c763c61fe38b_fresh%20nation.png,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Fundera,Fundera is an online marketplace and advisor for small business financing.,Exited,2013,http://www.fundera.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69e0eb320036a34f4ff10065_fundera.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Gdgt,gdgt is a website for reviews and product information on consumer electronics.,Exited,2010,http://www.aol.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69e76368226c995196d0508b_Gdgt.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Genies,Genies is an AI-powered character company for building avatars and digital identities.,Active,2014,http://www.genies.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69e92698a495ae8440c4c5f6_ECL%20Logos%202%20(12).png,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Genius,Genius is the world's biggest encyclopedia of music.,Exited,2011,https://genius.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d945fd310857af23a0c117_Genius.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Giphy,GIPHY is the first and largest GIF search engine.,Exited,2014,http://www.giphy.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d9462442a18c6a74227d32_Giphy.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
GlamSquad,Glamsquad is a provder of beauty services.,Exited,2014,http://www.glamsquad.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d946451180b6417f0727ae_GlamSquad.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Goldenset,Goldenset helps you manage your digital identity.,Exited,2022,https://www.goldenset.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69e7652ef3d5f7ee55fabf6c_Goldenset.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
GoodRx,GoodRx is a leading source for lowering prescription drug costs.,Exited,2011,https://www.goodrx.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d946ad67671dd2a736ee53_GoodRx.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Good Uncle,Good Uncle is a virtual food hall delivering hot meals is under 10 minutes.,Exited,2016,http://www.gooduncle.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d946953c9ca224157a6185_Good%20Uncle.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Group Commerce,Group Commerce is an enterprise-grade marketing platform for e-commerce.,Exited,2010,https://eu.nimblecommerce.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69e765873024f4a85f5f7a51_Group%20Commerce.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
GroupMe,GroupMe is a group mobile messaging service.,Exited,2010,https://groupme.com/en-US/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d94704179b3256fcaa3217_GroupMe.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Group Nine,Group Nine was a digital media holding company.,Exited,2016,http://www.groupninemedia.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d946e9c4d4a65e94352cda_Group%20Nine.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Grovo,Grovo was an enterprise training provider on internet tools and cloud services.,Exited,2011,http://www.grovo.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d947213a8686f66c29d9cc_Grovo.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Halp,Halp offers 1-on-1 digital coaching for international students.,Active,2022,https://halp.co/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d9475b9f042eb6ecbf0ce7_Halp.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Haven Energy,Haven Energy is the climate tech platform accelerating home battery adoption.,Active,2022,https://havenenergy.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d9477c4913e08423e4a94f_Haven%20Energy.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Havenly,Havenly is the best way to design your home.,Active,2018,https://havenly.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d9479bc9130d4690839e8a_Havenly.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Hello Cake,Hello Cake is a sexual health brand.,Active,2021,https://hellocake.com/?gclid=CjwKCAjwz_WGBhA1EiwAUAxIcSIJIDowR5Q6YBnVoS2VFTDcYYQTb4C_fK2eyi5J2WB9JB6QVRi_tBoChxEQAvD_BwE,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d94829d6ad11661415946a_Hello%20Cake.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Heyday,Heyday is a one-stop skincare shop.,Exited,2017,https://www.heydayskincare.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d948622c8fc7228a7b13d1_Heyday.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
HiFi,HIFI is the financial rights organization for the music industry.,Exited,2019,https://hi.fi/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d9487eee8fd87cca36ba2e_HiFi.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Hipster,Hipster is an app that allows users to share photographic postcards.,Exited,2011,http://yahoo.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dfb3e557be8351f913cb86_Hipster.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
IFTTT,IFTTT is the free way to get all your apps and devices talking to each other.,Active,2011,http://www.ifttt.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d95711f7f3468af1b2aac0_IFTTT.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Ingenuity Foods,Ingenuity™ Brands is the first company dedicated to food-based brain nutrition.,Exited,2018,https://brainiackids.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d958dd9112c0c870a21c7f_Ingenuity%20Foods.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Inturn,Inturn is the first global marketplace to efficiently and easily sell excess inventory.,Exited,2014,http://www.inturn.co,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69e0eb80a0fe0acaa5060617_Inturn.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Jibe,Jibe provides SaaS-based recruiting technology solutions.,Exited,2010,http://www.jibe.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d958fac376e282ffe72970_Jibe.png,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Jobr,Jobr connects talented individuals with job opportunities.,Exited,2014,https://www.monster.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69e76614eed72c3634ae4c67_Jobr-logo.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Joor,Joor is an online wholesale marketplace connecting fashion brands with retailers.,Active,2011,http://www.jooraccess.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d9591bcccf03d6f5569985_Joor.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Journey,Journey is the world’s first AI-powered loyalty program for independent hospitality.,Active,2025,https://journey.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d95960db9ebb114aa5d4f8_Journey.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
June Life,June Oven is the world's only intelligent convection oven.,Exited,2014,http://juneoven.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d9597ab9b958e29a3741bc_June%20Life.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Kindred,Kindred is the community for senior leaders committed to advancing ESG and DEI.,Exited,2019,https://kindredmembers.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d959e78fb0d81e885affae_Kindred.png,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Klara,KLARA is a secure and collaborative communication platform for patients and providers.,Active,2016,http://klara.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d959ff2edc91cefa6f22a2_Klara.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Lava,Lava is the payment platform for the AI economy.,Active,2025,https://www.lavapayments.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d95a2ca4b97df843349890_Lava.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
LawnStarter,LawnStarter is the easiest and most trusted brand in lawn care.,Active,2018,https://www.lawnstarter.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d95a447deb6bbf852ae64a_LawnStarter.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
LeafLink,LeafLink is a wholesale order management platform for the cannabis industry.,Active,2017,http://leaflink.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d95aa4c448318464238bed_LeafLink.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Le Tote,Le Tote is an online fashion subscription service.,Exited,2013,http://www.letote.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d95a62cd09234145499dd0_Le%20Tote.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Le Walk,Le Walk is the location-based immersive travel app.,Active,2024,https://www.lewalk.app/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d95a798fb0d81e885b153f_Le%20Walk.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Lil Snack,Lil Snack is the snackable games company.,Active,2024,https://www.lilsnack.co/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d95abfb9ba67455b0cd77a_Lil%20Snack.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
LittleBits,littleBits is an open source library of electronic modules built for prototyping.,Exited,2012,http://www.littlebits.cc,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69e085dd37aed61cf8bcf4e2_littleBits.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
LiveIntent,LiveIntent is a web platform offering advertising services for marketers and publishers.,Exited,2010,http://www.liveintent.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d95aee63b2d1016c9edf22_LiveIntent.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Lockchain.ai,Lockchain.ai is the AI-powered risk management platform for blockchain.,Active,2023,https://lockchain.ai/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69e08b8d8c7c8a3ff5186f01_lockchain-ai.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Lola,LOLA is a comprehensive resource for women's reproductive health and hygiene.,Exited,2016,http://www.mylola.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d95b1d727f241a179833e7_Lola.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Loop,Loop is the exchange-first returns platform for scaling Shopify brands.,Exited,2019,https://loopreturns.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d95b3994df9175f9f620f1_Loop.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Magic,Magic transforms real world experiences with AI.,Active,2025,https://magic.company,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d95bae721dc8f3705e854b_Magic.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
MakerBot,MakerBot Industries creates open source 3D printers.,Exited,2010,http://www.stratasys.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d95bcf3af57ddfd7285fea_MakerBot.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Makr,Makr provides a design application to create customizable stationary products.,Exited,2013,"https://www.staples.com/?dm_tpl=32829&dm_ad=1&dm_fb=0,0,0,0,0,0,0&cid=PS:GS:SBD:B:BN&gclid=Cj0KCQjw852XBhC6ARIsAJsFPN0ALb0iN_Y2-eWR8lHxMtWLQHbkRPdaUG6frr_cv5ZHiFat1k3HD6AaAqEnEALw_wcB",https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d95bed8dbb273970c54ab0_Makr.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Market,Market is the AI assistant for e-commerce marketing.,Exited,2019,https://www.withmarket.ai/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dfb4d9df2f7f68e04615d8_market.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Maxwell Health,Maxwell Health is an operating system for employee benefits in the healthcare industry.,Exited,2013,http://www.maxwellhealth.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dca5bc8b3c962658466a46_Maxwell%20Health.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Medly,Medly delivers prescriptions to your door.,Exited,2019,https://medlypharmacy.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69e0eb9d83a567856de2e3d3_Medly.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Medmo,Medmo transforms medical imaging for patients and providers.,Active,2023,https://www.medmo.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dcab0aaae47eac1956c35f_Medmo.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Meet Cute,Meet Cute is an audio rom-com company.,Exited,2020,https://www.meetcute.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69e76696d24b59c31e740f13_Meet%20Cute.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Memrise,Memrise is an online learning platform.,Exited,2011,http://www.memrise.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dcab95c36a6445a06499ac_Memrise.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Mentium,Mentium is the AI agent for the supply chain logistics industry.,Active,2024,https://mentium.io,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69e76a101a0e36f3b32f69bc_Mentium.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Metric Insights,Metric Insights is a business intelligence portal.,Active,2015,http://www.metricinsights.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dcac93b0e2d0e638aba21e_Metric%20Insights.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Mic,Mic is the leading digital news company for change makers.,Exited,2013,https://mic.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dcacafe1c5367d23c2e43e_Mic.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Moat,Moat is a SaaS-based search engine for display ads.,Exited,2011,http://www.moat.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69e0cbe2961502e80e167893_MOAT.png,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Monument,Monument is an online support community and telehealth solution for alcohol addiction.,Active,2019,https://joinmonument.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dcacc62a82360890c35fd9_Monument.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Morty,Morty empowers homebuyers to confidently secure and finance their home purchase.,Active,2018,https://www.morty.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dcace87416e9ed4ae7978a_Morty.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
mother.tech,mother.tech is an AI-native apps and entertainment company.,Active,2023,https://mother.tech/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dfb5cf5107887bd1aba2a8_Mother-logo-inverted%201.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
MOTORMIA,MOTORMIA is the AI-powered automotive platform.,Active,2024,https://www.motormia.co/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69d95b8bf34064386b30ae57_MOTORMIA.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Mura,Mura uses AI to improve commercial field service operations.,Active,2024,https://www.mura.co/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dcad01d5448ddef69f1976_Mura.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
MyCarrier,MyCarrier is the transportation management platform for SMBs.,Active,2021,https://go.mycarrier.io/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dcad1c80c205b648346a4e_MyCarrier.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Nacelle,Nacelle is a headless commerce platform for high-speed page loads and mobile shopping.,Active,2020,https://getnacelle.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dcad3474bc51cb1c34bbe2_Nacelle.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Namely,Namely is an all-in-one HR platform employees will love to use.,Exited,2012,http://www.namely.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dcad4a53f556bdf4f153b5_Namely.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Neighborland,Neighborland is a public engagement platform.,Exited,2012,http://www.neighborland.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69e76b1795d8c9830c8b490e_Neighborland.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
NewsCred,NewsCred was a content marketing and syndication platform for brands and publishers.,Exited,2011,http://www.newscred.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69e0cc2dab16e6fd4c71ef55_NewsCred.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Newsle,Newsle is a web application that allows users to follow news on social media platforms.,Exited,2011,https://www.linkedin.com/feed/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dcad7c720a714b39f63a41_Newsle.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Niche,Niche.co was an online community of social media creators.,Exited,2014,https://twitter.com/home?lang=en,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dcad947b6607472c709b5f_Niche.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Nifty League,Nifty League is building the premier modern gaming ecosystem in the metaverse.,Active,2022,https://niftyleague.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dcaddf0c35f4526d3dd7c8_Nifty%20League.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Nodejitsu,Nodejitsude provides a node.js PaaS to build scalable private clouds.,Exited,2011,https://www.godaddy.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dcadf7b8465c049d4122b0_Nodejitsu.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Novel,Novel helps brands build loyalty with digital wallet passes.,Exited,2021,https://www.novel.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dcae1162c528d0b11d9ed4_Novel.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
On Me,On Me is the personalized digital gifting platform.,Active,2023,https://onme.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dcae3d402fa950176876f0_On%20Me.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
OnProfit,OnProfit is the platform helping the enterprise maximize revenue.,Active,2024,https://onprofit.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dcae584714420b63b7f959_OnProfit.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Onward,Onward helps divorced and separated parents manage shared expenses for children.,Exited,2021,https://www.onwardapp.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69e0ec34ca47f88c72d704d3_Onward.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
OrderGroove,Ordergroove is a subscription commerce platform optimizing recurring revenue.,Exited,2011,http://www.ordergroove.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dcae844df2fbeffe6710d0_OrderGroove.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Otherland,Otherland is a home fragrance brand.,Exited,2019,https://www.otherland.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dcaec3c1b2cd72279a04b4_Otherland.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
P-1 AI,P-1 AI is building engineering AGI for the physical world.,Active,2024,https://p-1.ai/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dcaeed98394e9d3422af17_P-1%20AI.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
PaintZen,Paintzen is an online painting company.,Exited,2014,https://www.paintzen.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dcaf1f67bd1d21e1f70159_PaintZen.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Pando,Pando is the first true career progression platform.,Active,2020,https://www.pando.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dcaf4d7cf5c27e4458d18a_Pando.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Pangea Health,Pangea Health is a software-enabled sales marketplace.,Exited,2022,https://www.pangeahealth.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dcaf66f510427590547513_Pangea%20Health.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Panjo,"Panjo is an online marketplace for auto, sport, and hobby enthusiasts.",Exited,2013,http://www.panjo.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69e0ec53d19bed0610ab1a4b_Panjo.png,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Panna,Panna is a digital cooking magazine.,Exited,2013,http://www.pannacooking.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dfb63d6ccc983de210bcda_Panna%20Cooking.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Parade,Parade is a sustainable and all-inclusive underwear brand.,Exited,2019,https://yourparade.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dfb694aec71c5c58700259_Parade.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Parsec,Parsec is a high-performance remote desktop and streaming platform.,Exited,2017,https://parsecgaming.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dcaf7c6ca961a7636cf9d1_Parsec.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Payable,Payable helps you easily manage and pay your contractors.,Exited,2014,https://stripe.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dcaf972af6f3ac991efdb0_Payable.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Peel,Peel is a data analytics platform that automates marketing and business analytics.,Exited,2021,https://www.peelinsights.com/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dcafb3c4fab7e300e78e49_Peel.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Percolate,Percolate's intelligent platform helps brands scale their digital content strategies.,Exited,2011,http://www.percolate.com,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dcafcccc1beaff2ae1f8ab_Percolate.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
Performance Drone Works,Performance Drone Works develops autonomous unmanned aerial systems.,Active,2019,https://www.pdw.ai/,https://cdn.prod.website-files.com/69ca9a18b40272cd4150f1b9/69dcafe380e427564db49b65_Performance%20Drone%20Works.svg,https://www.lererhippeau.com/portfolio,2026-06-22T13:46:19Z
